C39	Wawulya	-21.804710014586	130.04386839202
C3	Kokatha	-29.659445361412	133.41535731142
C40	Warnayaka	-19.738704877106	130.7030689837
C41	Yarlpiri	-20.483628749587	132.13197487778
C42	Warrmarla	-20.509421177708	129.7478641491
C43	Ngaliya	-21.808698092336	131.18671260694
C44	Wenamba	-23.708424679344	128.74924157808
C45	Nyiwanawu	-16.339209303677	129.68231936841
C4	Yankunytjatjara	-26.623693675417	132.26055292732
C5	Antikarinya	-27.029789016408	134.01663567272
C6	Pitjantjatjara	-25.664115063165	130.065503849
C7.1	Luritja	-24.947084972136	133.15190280426
C8.1	Anmatyerr	-22.254652760404	133.2622529012
C8	Arrernte	-23.912769752563	134.26092317523
D10	Wiradjuri	-33.909180160775	147.25734640665
D11	Pulaali	-31.489576620619	141.76979414305
D12	PAAKANTYI / PAAKANTJI / BARKINDJI	-31.633175083239	142.77798606908
D14	Thangkaali	-33.194077733545	140.53640678563
D15	Guyinbaraay	-31.083766201393	149.59996165307
D16	Wilyakali	-31.948011370457	140.99018829939
D17	Pantyikali	-30.49041055189	142.68465244475
D18	Wangaaypuwan	-31.413346296302	145.81908956605
D19	Nhaawuparlku	-30.970503370491	144.16616439373
D1	Wemba Wemba	-35.341221572939	144.1419050467
D20	Wayilwan	-31.01810658386	148.02682045035
D21	Wanyuparlku	-31.900964139867	142.34248476373
D22	NGIYAMPAA / NGEMPA	-31.270264244145	146.70455496219
D23	Gamilaraay / Gamilaroi / Kamilaroi	-29.723058192008	149.83337242515
D24	Southern Anaiwan	-30.709868104953	151.3524683397
D25	Kurnu	-29.759777534421	145.33081111552
D26	Barranbinya	-29.780229344439	146.26865590139
D27	Yuwaalaraay	-29.313148522145	148.27553456003
D28	Wiriyaraay	-29.112870825158	150.62140940021
D29	Gambuwal	-28.618861092101	151.44156088699
D2	Yorta Yorta	-36.093929709321	145.26357989848
D30	Kullilli	-28.366143521316	143.53149314446
D31	Budjari / Badjiri	-28.433641163697	145.22780328434
D32	MURUWARI / MURRAWARRI	-29.068179253638	145.79809046768
D33	Kooma / Guwamu	-28.414552287234	147.72491882974
D34	Bigambul	-28.141392890643	150.17482703916
D35	Guyambal	-29.340515876202	151.24860194364
D36	Geynyan	-28.183476133671	152.1836091392
D37	Gunggari	-27.368098481067	146.96021241013
D38	KOGAI	-27.423378593172	147.94222355884
D39	Gawambaraay	-28.621930704733	150.32489560325
D3	Ngunawal / Ngunnawal	-34.980295513415	149.0870951807
D40	Barunggam	-26.795066410177	150.44677287025
D41	Giabal	-27.690382408466	151.75553008535
D42	Margany / Mardigan	-27.2729476198	144.57741054857
D43	Gunya	-26.784742672206	146.16134361506
D44	Mandandanji	-27.017654125538	148.50172738516
D45	Wadjalang / Dharawala	-25.63531758302	145.27186654615
D46	Nguri	-25.60232388078	147.80237722303
D47	PaaRuntyi	-29.458222632844	144.31458964109
D48	Parrintyi	-32.81793803849	143.52710583976
D49	Kungakuri	-29.105452818179	146.39520769076
D4	Wadi Wadi	-35.086643095474	143.37045705255
D50	Nuntukuri	-29.871731092888	145.95244183475
D51	Purukuri	-29.720394875821	144.26646237685
D52	Thinuntu	-29.839282822512	146.32568318367
D53	Kuntakuri	-29.29726956936	146.90787753214
D54	Yuwaalayaay	-29.604408334401	147.54034422807
D58	Jeithi	-35.512010168756	145.98132255486
D59	Milpulo	-31.808487851526	142.41416574849
D5	Barababaraba	-35.673702896047	144.61137635412
D6.1	Kureinji	-34.23140408313	142.42165314347
D61	Southern Paakantyi	-32.72158778043	142.56509973385
D62	Canberra language	-35.47495743535	148.99849573155
D64	Northern Anaiwan	-30.127552320636	151.47627148348
D65	Wirraayaraay	-32.098396244094	148.5865299881
D66	Wirraay-Wirraay	-28.219526919058	148.19709698836
D6	Marrawarra	-33.666362899319	141.44864580426
D7	Yitha Yitha	-33.873186078177	143.94091280464
D8	Mutti Mutti / Muthi Muthi	-33.753156051553	142.72174530242
D9	Nari Nari	-34.418687133543	144.4000270644
E10	Yaygirr^	-29.686722970453	153.18784362556
E11	Yugambal	-29.757441239373	151.05011430544
E12	Bundjalung^	-29.251261354257	153.07515373674
E14	Gidhabal	-28.501057231671	152.32034553452
E15.1	Wiyabal	-28.732615276778	153.23610975968
E15	Galibal	-28.533264350058	152.86681397041
E16.1	Dinggabal	-28.737752812117	152.28443782047
E16.2	Wahlubal	-28.88761183938	152.50792193364
E16	Wiyabal	-29.308028778101	152.22822492229
E17	Yugambeh	-28.09452768919	152.98125597436
E18	Minyangbal	-28.554389638963	153.4981193759
E19	Jandai	-27.772890083261	153.39910442668
E1	Geawegal	-32.519798571807	151.21169696793
E20	Duungidjawu	-26.973148636344	152.57414043031
E21	Moondjan	-27.472157289981	153.46907862431
E22	Ngoera	-27.069052104844	152.35934257358
E23	Yugara	-27.708545143454	152.54684067589
E23	Yuggera	-27.708545143454	152.54684067589
E24	Buyibara	-27.22108106189	152.92819233587
E25	Dalla	-26.775423650838	152.66843429133
E26	Guwar	-27.167686536092	153.4003410629
E27	Djagunda	-26.050348414157	150.83513689549
E28	Wakka Wakka^	-26.451334117667	151.90302899292
E29	Gubbi Gubbi	-26.005603296372	152.66753734609
E2	Warrimay	-32.486841132412	151.99694638643
E30	Butchulla	-25.337220044704	153.03282012261
E31	Yiman	-25.589029372401	149.57709835433
E32	GOORENG GOORENG	-24.904800693499	151.79031501814
E33	Taribelang	-24.807331363966	152.03889919957
E35	Gungabula	-25.599573240252	148.64372520145
E36	Goeng Goeng	-24.266885815131	151.68168772042
E37	Bidjara / Bidyara	-24.903186585911	147.12130691422
E38	Garaynbal	-23.330161348978	149.1337003446
E39	Wadjigu	-24.808523639971	148.57335257653
E3	Birrbay	-31.646951417433	152.13401595302
E40	Gangulu	-24.186069748368	150.15143203191
E41	Tulua	-24.38985217093	150.99900015219
E42	Baiali	-23.643690744	150.88523677149
E43	Yagalingu	-23.156857996936	146.63293864742
E44	Gayiri	-23.79398017051	147.89773110202
E45	Gabulbarra	-22.868637591631	148.72522785639
E46	DARUMBAL	-22.715683514461	150.06004560953
E47	Wangan	-22.797163280214	147.60858965445
E48	Baradha	-21.982383872787	148.92525723398
E49	Guwinmal	-22.279668095091	149.79615727255
E4	Ngaku	-31.069534687534	152.9340119278
E50	Miyan	-21.812523000063	146.18381639052
E51	Yambina	-22.314022581716	147.47527316572
E52	Yangga	-20.92842179491	147.25628845476
E53	Baranha	-22.080577003398	148.19852895163
E55	Yilba	-20.766821122946	146.04798051432
E56	Biri^	-20.508100888934	147.98860736809
E57	Wiri	-21.298575220693	148.70378164891
E58	Giya	-20.40181798643	148.46292086792
E59	Ngaro	-20.295474713324	148.93473668823
E5	Ngambaa	-30.815135412469	152.89047946386
E60	Gudjal	-19.707543255479	145.43599558371
E61	Bindal	-19.563568549898	147.11055856083
E62	Yuru	-19.827166873033	147.67455317982
E63	Yetimarala / Yetimarla	-22.893841802665	149.48361743913
E64	Ganulu	-23.655447179992	149.01096229364
E65	Mandalgu	-24.465985009487	149.38243380624
E66	Yugarabul	-27.277609788298	153.02525779647
E67	Gathang^	-31.982636844749	152.41557945907
E68	Ngarbal	-29.527793296141	151.78146061818
E6	Dhanggati / Dunghutti^	-30.906415451433	152.41692271761
E70	Burrgati	-30.422360631737	151.94073676338
E72	Birihn	-29.047958904817	152.8588680872
E73	Casino language	-28.85403055779	152.98737438499
E75	Nyangbal	-28.921504855909	153.4217925987
E76	Mananjahli	-28.126543130262	152.91469849776
E77	Nerang Creek 	-28.08259432458	153.24077249507
E78	Nganduwal	-28.351553657393	153.30360703492
E79	Ngarahgwal	-27.886144546326	153.32790697545
E7	Gumbaynggirr	-30.087643010269	152.44568760982
E80	Wehlubal	-29.224425509969	152.55178022294
E81	Jarowair	-27.211689594786	151.6777653685
E82	Wapabara	-23.191386570134	150.96684726462
E83	Rakiwara	-23.069162229856	150.78068591657
E84	Karunbara	-23.532073338976	150.10003232711
E85	Gambalamam	-30.37844644412	152.67147920582
E86	Turrbal	-27.507403426369	153.05193360867
E87	Dungibara	-27.200969949533	152.55224547096
E88	Garumngar	-27.353033238067	152.69513511945
E89	Wulli Wulli	-25.303334466772	150.63558459481
E8	Baanbay	-30.059012339287	152.11108682837
E90	Nalbo	-26.76927823247	152.88589503145
E91	Marbal	-29.113504787123	151.87409720364
E92	Ngarabal	-29.485674618123	152.68288521572
E95	Guringay	-32.513457926197	151.69933495542
E9	Yunggaya	-29.463789318893	153.21577363144
G10	Waluwarra^	-21.762186407649	138.42855736744
G12.1	Bularnu	-20.656688662129	138.2747458112
G12	Ayerrerenge	-21.393810830516	137.41542686257
G13	Kalkatungu / Kalkadoon	-20.886512982542	139.89001993296
G14	Indjilandji	-19.327052066917	137.46237684602
G15	Wakabunga	-19.538891965327	139.06481892321
G16.1	Wunumara	-20.913112577322	141.8532552202
G16	Mayi-Thakurti / Mitakoodi	-19.946870866068	140.68950150801
G17	Ngawun	-19.802685135729	141.96286370505
G19	Nguburinji	-18.53363767172	139.03577736723
G1	Wangkamanha / Wankamadla	-24.330800671758	137.42441473856
G20	Mayi-Yapi	-19.075646079751	140.44722075423
G21	Mbara	-19.849892873405	143.39513313755
G23	Waanyi	-18.313241639387	137.6208706403
G24	Mayi-Kutuna	-19.120824645906	139.89625021507
G25	Mayi-Kulan	-18.780357582714	141.81241533473
G26	Mingginda	-18.022512996752	139.55273139736
G28	Kukatj	-18.132101457043	140.36511545041
G29	Gundara	-16.052434788806	141.81558838085
G31	Gkuthaarn	-17.368816565828	141.11506220632
G33	Kurtjar	-16.747297706702	141.41755236567
G34	Yukulta / Ganggalidda	-17.341231808393	138.7513171226
G35	Kayardild	-17.030578639892	139.489223589
G36	Walangama	-17.885734161981	141.93473152078
G37	Yangkaal	-16.904906665987	138.98114341286
G38	Lardil	-16.56431398137	139.45889134492
G3	Kunkalanya	-23.637670302004	139.28798561184
G40	Ngulupulu	-24.056369749215	139.81757189273
G41	Parnkarra	-21.260277550433	138.81045545972
G42	Dhidhani	-20.477353213756	138.26211600271
G43	Kapula	-22.132758180661	138.59613165265
G44	Mayi-Yali	-18.941537932067	139.74786263805
G45	Marrago	-18.270587599748	140.16664179604
G46	Bundjil	-20.047997212829	146.31342470685
G47	Jangrala	-17.851445841547	138.68273702882
G4	Rakaya	-23.424260150732	140.13721828808
G5	Wangka-Yutjurru^	-22.881736269643	138.56573007749
G6	Pitta Pitta	-22.628422569678	139.72474432995
G7	Ringu Ringu	-22.879282506558	140.26477261119
G8	Yalarnnga	-21.82184420257	139.71327081736
G9.1	Guwa	-22.036939228068	142.31935154191
G9	Yanda	-22.084736311002	140.73881736939
K10	Warrwa	-17.275981416455	124.01362597767
K11	Walki	-17.846140555337	127.06302522156
K12	Jaru	-18.517289717412	128.22757747316
K13	Nyul Nyul	-17.028028750801	122.70572928387
K14	Unggumi	-17.088781372512	124.86911767694
K15	Bardi	-16.668163920215	122.90225739947
K16	Jawi	-16.442415702498	123.26757774432
K17	Worrorra	-15.621326448715	124.87587090613
K18	Ngarinyin	-16.003849061029	126.00543286652
K19	Guwij	-15.28945961948	127.04966271301
K1	Yawuru	-17.943893293162	122.62530039144
K20	Gija / Kija	-17.423987204478	127.39105081828
K21	Wanyjirra	-18.105865666511	129.70591481233
K22	Wunambal	-14.879395710842	125.46376386735
K23	Andedja	-17.348596455615	126.12807829435
K25	Munumburu	-15.277845865168	127.52770247631
K26	Wolyamidi	-15.636884022902	127.36442252052
K29	Miriwoong / Miriuwung	-15.886297346976	128.86767402237
K2	Jugun	-17.786560192971	122.44504552718
K30	Malngin	-17.235153811703	129.35371644187
K32	Yiiji	-15.139004382939	127.98886755601
K33	Kuluwarrang	-16.377113907312	127.97786580373
K34	Jiyil	-17.217052205639	130.5393968075
K35	Wilawila	-15.077980095294	127.02311686831
K36	Gunin	-14.626847788773	127.66714933213
K37.1	Gajirrawoong	-15.293006956048	129.27469359968
K39	Gambera	-14.218114153615	126.34246111367
K3	Nyikina	-18.259398938966	124.06084128792
K43	Worla	-16.427686187055	127.21894002101
K44	Miwa	-14.127304137837	127.04181562118
K48	Julbayi	-18.196743780712	122.53611149038
K49	Umida	-16.322781663654	123.85971331498
K4	Ngumbarl	-17.515180917297	122.49150473245
K50	Doolboong	-15.036415688175	128.45716561639
K51	Wawarl	-18.270335061883	127.85010162062
K52	Ngarnawu	-16.187649916373	127.2888468636
K53	Yawijibaya	-16.030656726266	124.14875457827
K54	Marangan	-17.970093695025	122.99718356203
K55	Unggarrangu	-16.69360093802	123.67068184636
K56	Winjarumi	-15.302436425011	124.25940097655
K5	Bunuba	-17.724740792483	125.60516873534
K62	Bayimbarr	-15.632671120357	127.97391654335
K63	Giwajbem	-16.309513288172	128.25136757338
K6	Gooniyandi	-18.590969909164	126.17902403966
K7	Nyininy	-18.06933982657	128.58567265067
K8	Jabirr Jabirr	-17.23238856867	122.52741287823
K9	Nimanburru	-17.264739808971	123.13415808084
L10	Adnyamathanha	-30.350211730328	138.88257707454
L11	Pirlatapa	-29.839384635069	140.10042482577
L12	Wadigali	-29.260788242871	141.20964830663
L13	ARABANA	-28.416910395878	136.08372123795
L14	Dhirari	-28.598289091556	137.77483818376
L15	Karenggapa	-29.175707232399	142.66888000722
L16	Gungadidji	-26.351890738861	142.02527533877
L17	Dieri	-28.228091015572	139.05841514417
L18	Yandruwandha^	-28.325841856362	140.39187764775
L19	Dhiraila	-28.014414553242	142.23869188357
L1	Narungga	-34.481869129775	137.5910412494
L20	Mambangurra	-28.601666302686	141.76302126145
L22	Ngamini	-26.94377210402	138.9611802331
L23	Yawarrawarrka	-26.534406581472	140.43913375357
L25	Wangkumara	-27.570485377228	141.8854183686
L26	Punthamara	-27.342914265873	143.50243514014
L27	Wangkangurru	-25.886268570244	137.18175850191
L28	Karangura	-25.974874926463	138.73380121149
L29	Kunandaburi	-26.634725617431	142.59386228596
L2	Nauo / Nawu	-33.703990425696	135.43973598385
L30	Ngandangara	-26.823467775668	143.23893989363
L31	Yarluyandi	-25.904464315313	139.49872761898
L32	Karanya	-24.385538497749	139.86711213013
L33	Marula	-25.355892581192	141.62364955929
L34	Mithaka	-25.272959343953	139.73829641458
L35	Karuwali	-24.95993610442	141.03067743618
L36	Pirriya	-25.491615917922	142.49024118311
L38	Kungkari	-24.5383120242	144.27519218575
L39	Wadjabangai	-24.105589592666	145.81081019447
L3	Kaurna	-34.427147187684	138.40846624591
L40	Maiawali	-23.419194927826	141.58754332604
L41	Iningai	-23.085631875349	144.87468021695
L42	Yirandali	-21.157084196752	144.28292840718
L43	Bidjara	-28.385675168414	143.00552589241
L44	Yandjibara	-24.656333529029	145.61087168823
L45	Parlpamardramardra	-27.513283331203	141.24400867415
L46	Nhirrpi	-26.955304630626	140.84024685516
L47	Matja	-27.322753246487	139.96254058225
L48	Ngananhina	-26.339163329724	140.96008300781
L49	Marunuda	-24.938039460902	139.50241148904
L4	Nukunu	-32.817830198397	138.06943912073
L50	Midlaliri	-29.186705329018	135.38377154392
L51	Mikiri-nganha	-25.730188325148	137.14385554347
L52	Wangkakupa	-28.914306879886	136.16043806138
L53	Piltapalta	-27.722172662351	136.02587596123
L54	Wangkatyaka	-27.494531911425	137.58547319822
L55	Wailpi	-30.948401962818	138.58299070717
L56	Yarrumada	-25.974299890785	143.84870235213
L57	Minkabari	-28.873143920075	142.60174318624
L5	Ngadjuri	-32.930160660336	139.08123163651
L62	Malintji	-23.534458167719	142.95289682085
L65	Ngurunta	-30.733202555543	140.48285353774
L66	Parlpakurnu	-26.257241095865	143.03989335638
L6	Barngarla	-32.688365696005	136.81009043454
L7	Yadliawara	-31.09778577284	139.80407621017
L8	Malyangapa	-30.556220950407	141.56727580899
L9	Kuyani	-29.999298087804	137.94221674657
N102	Marri Ngarr	-14.210694183312	129.85072627138
N104	Ritharrngu	-12.976187508954	135.39676575215
N10	Kuwema	-12.857392163183	130.42511404323
N112	Marra	-15.041258414509	135.41162976555
N116	Dhuwaya	-12.266106095863	136.870097825
N118	Dhay&#039;yi	-13.373647951611	135.76201216414
N11	Pungupungu	-13.377337923711	130.44673432206
N120	Warndarrang	-15.042941824801	135.34506155056
N121	Ngarnka	-16.451671365113	134.82627684886
N128	Wubuy / Nunggubuyu	-13.86980990371	135.5886143023
N12	Matngala	-13.788621330341	130.43364625547
N138	Binbinka	-16.361365116629	136.04571314844
N13	Maranunggu	-13.758549539672	130.27162799195
N14	Gungarakayn	-13.233269244543	130.82520898536
N151	Anindilyakwa	-13.931088898354	136.58538816163
N152	Walu	-15.721192365026	137.02766878588
N153	Yanyuwa	-15.802081068674	136.807861124
N155	Garrwa^	-16.856777918351	137.27377744599
N157	NGAN&#039;GI	-14.228397404184	130.36426184923
N158	Murrinh-kura	-14.715900493032	129.94649704821
N159	Murrinhdiminin	-14.405140184257	129.81694907136
N15	Emmi	-13.516783582753	130.11623677818
N160	Ngan&#039;gimerri	-14.004592510191	130.61190632135
N161	Marri Tjevin	-13.892795770497	129.84905309975
N162	Marri Amu	-13.811675815626	129.81000586207
N163	Magati Ke	-14.087643628892	129.71529902566
N164	Mariyedi	-13.721021641961	130.05130789713
N169	Kerniyn&#039;mi	-13.653748798659	133.58505062055
N16	Maramanindji	-13.970566788139	130.41820390983
N171	Kundedjnjenghmi	-12.678797006489	133.42947679694
N173	Kuninjku	-12.267661517906	134.04142237348
N175	Galduyh	-13.565604346328	134.38886244573
N176	Letpurrirt	-14.155314254155	132.25380753215
N177	Ngarlahmi	-14.088364788678	132.35995922452
N178	Ngorrkgowo	-13.451842280087	131.67795069298
N179	Ngardawuli	-11.289816506622	131.932295025
N17	Ngen&#039;giwumirri	-14.24563928321	130.46131063961
N180	Urrirrk	-11.917680427487	132.64868498288
N181	Wurdang	-11.287065943632	131.92353745375
N182	Gidjurra	-12.132752733411	132.93719448067
N183	Manangkarri	-11.555480905047	133.17252611089
N184	Ilgar	-11.07092598047	132.90742242194
N185	Burdinmanduwij	-11.310284499821	131.92911837038
N186	BININJ GUN-WOK / BININJ KUNWOK	-12.577995865423	133.55663593801
N188	Garig	-11.24584450928	132.41840722713
N189	Mukngirru	-12.927609963479	130.53746686425
N18	Jaminjung	-15.154028288381	130.39030229891
N190	Gun-narda	-12.127895268284	134.66192125409
N191	Gun-narta	-12.107131304473	134.48837780654
N192	Dhangu	-12.426984404463	136.60732559292
N198	Dhuwal	-12.71246520501	136.00985748366
N199	Dhuwala	-12.654045147572	135.95812025518
N19	Ngaliwurru	-16.07262772334	130.54232721557
N201	Gumadir	-12.481126101166	133.56360614789
N202	Djangu	-12.147402815005	136.42130478688
N20	Tiwi	-11.563361220759	130.75974911356
N211	Nhangu	-11.85322092545	135.70220743367
N215	MARRANJ	-13.65277213493	130.0736750837
N21	Larrakia	-12.51763346522	130.84139962194
N220	GIIMBIYU	-12.480824015895	133.05641173628
N221	Muralidban	-12.241199718544	134.18240593369
N223	Wandangbag	-12.312678455805	132.9782491961
N224	Gonbudj	-12.453436261982	132.15649887042
N226	Giyug	-13.16822762497	130.05352055453
N229	Ngalarrunga	-15.900873682573	133.19732154296
N22	Malak Malak	-13.548773042487	130.55241427694
N25	Warray	-13.163241744303	131.25381620883
N26	Yunggor	-13.597300238836	130.41340568012
N27	Wagiman	-14.012172251408	131.16935888386
N28	Nungali	-15.590178428466	130.85709333183
N29	Wuna	-12.475167242034	131.37297187474
N31	Batjamalh	-13.208840010675	130.27404035772
N32	Wulwulam	-13.641713801431	132.05463210846
N33	Kamu	-13.612558220435	130.77845772138
N35	Wardaman	-15.3569280628	131.52699746908
N36	Bilinarra	-16.966859566959	130.74496547137
N37.1	Uwinymil	-13.311520478115	131.77548042018
N37	Wurrugu	-11.36143458276	132.09312361872
N38	Dagoman	-14.441000044493	131.87759795897
N39	Iwaidja	-11.612947182736	132.69622018507
N3	Murrinh-Patha	-14.747346346964	130.00346421595
N40.1	Ngomburr	-12.79362392391	132.12958497813
N40	Ngaduk	-12.21167798551	132.59603008152
N42.1	Bugurnidja	-12.76591096877	132.70212951064
N42	Limilngan	-12.525601826077	131.72401076624
N43	Mbukarla	-12.983006563057	132.36658194341
N44	Mayali	-14.080326620928	132.45369466363
N45	Marrku	-11.157663294781	132.56024002888
N47	Amurdak	-11.950287363885	132.87361226866
N50	Gaagudju	-12.434077327456	132.671608496
N51	Wada	-12.469898570642	132.56365390608
N53	Mengerrdji	-12.350974624518	133.0237758697
N55	Erre	-12.42608346237	133.0652285137
N57	Jawoyn	-13.897300406584	133.03846083302
N60	Dalabon	-13.316255495519	134.02930903644
N64	Mawng	-11.813898254873	133.36400767602
N65	Kunwinjku	-12.173506301911	133.48273449547
N66	Urningangk	-12.5457157709	133.05649225086
N68	Yangman	-15.414291460469	132.49948283474
N69	Kunbarlang	-11.932246158271	133.89389112265
N6	Menthe	-13.637667770393	129.92067307134
N70	Kune	-12.398006797043	134.38659890372
N71	Gundjeihmi	-12.925860559178	132.87456038763
N72	Yan-nhangu	-12.007678358496	135.23641689697
N73	Rembarrnga	-13.231028553937	134.45410813993
N74	Ndj&amp;#233;bbana	-12.155548200634	134.27438255519
N75	Gurr-goni	-12.228413134459	134.28670643143
N77	Ngalakgan	-14.283992459345	134.27075294971
N78	Mangarrayi	-14.891246591934	133.61915448548
N7	Marrithiyel^	-13.834648747329	130.01293523915
N80	Nakkara	-12.0844571279	134.36422035541
N81	Gun-nartpa	-12.219203821555	134.55025026897
N82	Burarra	-12.161770746066	134.5807095628
N85	Yugul	-14.746236748197	134.83074376228
N8	Ngan&#039;gikurunggurr	-14.185570955859	130.10371727698
N90	Ngandi	-14.008594882317	134.90638889763
N92	Alawa	-15.523673824618	134.47958643695
N94.1	Djinang	-12.33789405962	134.86349777477
N97	Djinba^	-12.761852777698	135.00458122839
N99	Wilingura	-15.708561929459	135.93068308194
N9	Marridan	-13.9993372625	130.17682357301
P3	Broome Pearling Lugger Pidgin	-17.929955022136	122.29890057998
S10	Ngawadj	-34.224469830423	140.22562948312
S11	Tanganekald	-36.089402481252	139.56909722523
S12	Yirawirung	-34.267079105536	140.53283477021
S13	Bungandidj^	-37.225251721763	140.51174847592
S15	Bindjali / Bodaruwitj	-36.422927674455	140.49163512472
S16	Mardidjali	-36.967794207335	141.64314094744
